"";"municipalities$address";"lon";"lat"
"2203";"Bádice, Nitra, Slovakia";18,1305371;48,3967866
"2204";"Bajč, Komárno, Slovakia";18,2073763;47,9245226
"2205";"Bajtava, Nové Zámky, Slovakia";18,7499875;47,8552879
"2206";"Balog nad Ipľom, Veľký Krtíš, Slovakia";19,1299013;48,0770957
"2207";"Bánov, Nové Zámky, Slovakia";18,1907445;48,0489174
"2208";"Banská Bystrica, Banská Bystrica, Slovakia";19,1461917;48,736277
"2209";"Bara, Trebišov, Slovakia";21,7163705;48,4281811
"2210";"Bartošova Lehôtka, Žiar nad Hronom, Slovakia";18,9131483;48,6528305
"2211";"Baškovce, Sobrance, Slovakia";22,2054245;48,7842406
"2212";"Bátorová, Veľký Krtíš, Slovakia";19,2731594;48,1327302
"2213";"Beckov, Nové Mesto nad Váhom, Slovakia";17,8952659;48,7891537
"2214";"Belá - Dulice, Martin, Slovakia";18,9791489;49,0030059
"2215";"Belín, Rimavská Sobota, Slovakia";20,1075418;48,3405931
"2216";"Beloveža, Bardejov, Slovakia";21,3643184;49,29696
"2217";"Beňadiková, Liptovský Mikuláš, Slovakia";19,6823112;49,0773333
"2218";"Beniakovce, Košice - okolie, Slovakia";21,316781;48,7693462
"2219";"Bernolákovo, Senec, Slovakia";17,2985114;48,1995393
"2220";"Bešeňov, Nové Zámky, Slovakia";18,2615196;48,0441964
"2221";"Bežovce, Sobrance, Slovakia";22,1511587;48,6316277
"2222";"Biely Kostol, Trnava, Slovakia";17,5318549;48,3668689
"2223";"Bíňovce, Trnava, Slovakia";17,4813864;48,5040282
"2224";"Blahová, Dunajská Streda, Slovakia";17,5364995;48,0857848
"2225";"Blatné Remety, Sobrance, Slovakia";22,1045224;48,7080511
"2226";"Blažovce, Turčianske Teplice, Slovakia";18,8447862;48,9394067
"2227";"Bobrov, Námestovo, Slovakia";19,5428614;49,4280238
"2228";"Bočiar, Košice - okolie, Slovakia";21,2355535;48,5918738
"2229";"Bodovce, Sabinov, Slovakia";21,177952;49,1111756
"2230";"Bogliarka, Bardejov, Slovakia";21,1542579;49,2766228
"2231";"Bohunice, Ilava, Slovakia";18,2000097;49,0173878
"2232";"Bojnice, Prievidza, Slovakia";18,5826867;48,7788386
"2233";"Boleráz, Trnava, Slovakia";17,4938478;48,4657012
"2234";"Borčany, Bánovce nad Bebravou, Slovakia";18,217852;48,6578005
"2235";"Bôrka, Rožňava, Slovakia";20,764216;48,6308211
"2236";"Borský Mikuláš, Senica, Slovakia";17,2124787;48,6291305
"2237";"Bošany, Partizánske, Slovakia";18,251644;48,5789422
"2238";"Branč, Nitra, Slovakia";18,1469266;48,2099508
"2239";"Bratislava - Devínska Nová Ves, Bratislava IV, Slovakia";16,9727781;48,2094434
"2240";"Bratislava - Lamač, Bratislava IV, Slovakia";17,0474565;48,1938879
"2241";"Bratislava - Rača, Bratislava III, Slovakia";17,1546065;48,2120284
"2242";"Bratislava - Vajnory, Bratislava III, Slovakia";17,2052549;48,2030662
"2243";"Brdárka, Rožňava, Slovakia";20,3383715;48,765752
"2244";"Brestov, Humenné, Slovakia";21,887499;48,9642978
"2245";"Brestovec, Myjava, Slovakia";17,5636857;48,7863351
"2246";"Breza, Námestovo, Slovakia";19,3857166;49,3851941
"2247";"Breziny, Zvolen, Slovakia";19,0849802;48,5111636
"2248";"Brezno, Brezno, Slovakia";19,6438178;48,8060729
"2249";"Brezovec, Snina, Slovakia";22,3871003;48,935427
"2250";"Brezovka, Bardejov, Slovakia";21,4169985;49,2727887
"2251";"Brodzany, Partizánske, Slovakia";18,3400041;48,6089601
"2252";"Brusno, Banská Bystrica, Slovakia";19,3873222;48,7907048
"2253";"Brzotín, Rožňava, Slovakia";20,4973517;48,6302631
"2254";"Budča, Zvolen, Slovakia";19,0700413;48,5743992
"2255";"Budince, Michalovce, Slovakia";22,1227244;48,5448153
"2256";"Buglovce, Levoča, Slovakia";20,6975591;48,9859857
"2257";"Bukovec, Košice - okolie, Slovakia";21,1508244;48,7092785
"2258";"Bunkovce, Sobrance, Slovakia";22,1182215;48,7234534
"2259";"Buzitka, Lučenec, Slovakia";19,8005784;48,3077838
"2260";"Bystrany, Spišská Nová Ves, Slovakia";20,757959;48,9494712
"2261";"Bytča, Bytča, Slovakia";18,5588046;49,2225205
"2262";"Bzince pod Javorinou, Nové Mesto nad Váhom, Slovakia";17,7714295;48,7873323
"2263";"Čab, Nitra, Slovakia";17,9834053;48,4051339
"2264";"Cabov, Vranov nad Topľou, Slovakia";21,6445316;48,8036148
"2265";"Čajkov, Levice, Slovakia";18,5989604;48,2905634
"2266";"Čakanovce, Košice - okolie, Slovakia";21,4472025;48,768
"2267";"Čalovec, Komárno, Slovakia";17,9836351;47,818576
"2268";"Čáry, Senica, Slovakia";17,0853312;48,6548009
"2269";"Čata, Levice, Slovakia";18,64848;47,9511516
"2270";"Čečehov, Michalovce, Slovakia";21,9885897;48,7267168
"2271";"Cejkov, Trebišov, Slovakia";21,7622517;48,4680339
"2272";"Čeláre, Veľký Krtíš, Slovakia";19,4916061;48,141558
"2273";"Čeľovce, Trebišov, Slovakia";21,6274249;48,6028626
"2274";"Čerhov, Trebišov, Slovakia";21,640633;48,46155
"2275";"Černina, Humenné, Slovakia";21,823165;49,0522768
"2276";"Cerovo, Krupina, Slovakia";19,1570713;48,2552794
"2277";"Červenica, Prešov, Slovakia";21,4474838;48,8789129
"2278";"Červený Kameň, Ilava, Slovakia";18,1790599;49,0889693
"2279";"Chanava, Rimavská Sobota, Slovakia";20,2985721;48,3360295
"2280";"Chmeľnica, Stará Ľubovňa, Slovakia";20,7316332;49,2959462
"2281";"Chmiňany, Prešov, Slovakia";21,0679164;49,0009078
"2282";"Chocholná - Velčice, Trenčín, Slovakia";17,9452074;48,8664926
"2283";"Chotča, Stropkov, Slovakia";21,6785939;49,2416549
"2284";"Chrasť nad Hornádom, Spišská Nová Ves, Slovakia";20,7049371;48,9245991
"2285";"Chropov, Skalica, Slovakia";17,31823;48,7732837
"2286";"Chvalová, Revúca, Slovakia";20,1753556;48,5140591
"2287";"Chyžné, Revúca, Slovakia";20,201377;48,6638265
"2288";"Číčov, Komárno, Slovakia";17,7693077;47,7689998
"2289";"Čierna nad Tisou, Trebišov, Slovakia";22,0891588;48,4162467
"2290";"Čierne nad Topľou, Vranov nad Topľou, Slovakia";21,5676069;48,9939229
"2291";"Čierny Potok, Rimavská Sobota, Slovakia";19,9393333;48,2944067
"2292";"Cigeľka, Bardejov, Slovakia";21,1483624;49,4060139
"2293";"Čimhová, Tvrdošín, Slovakia";19,6910051;49,3623739
"2294";"Čižatice, Košice - okolie, Slovakia";21,3928484;48,7967816
"2295";"Čukalovce, Snina, Slovakia";22,1690105;49,1015387
"2296";"Danišovce, Spišská Nová Ves, Slovakia";20,618945;48,9487999
"2297";"Davidov, Vranov nad Topľou, Slovakia";21,6423468;48,8251757
"2298";"Dedina Mládeže, Komárno, Slovakia";18,0057596;47,9496566
"2299";"Demandice, Levice, Slovakia";18,7817404;48,1266441
"2300";"Detva, Detva, Slovakia";19,4183349;48,5587115
"2301";"Dežerice, Bánovce nad Bebravou, Slovakia";18,2140442;48,7623368
"2302";"Diviaky nad Nitricou, Prievidza, Slovakia";18,4938107;48,7669161
"2303";"Dlhá, Trnava, Slovakia";17,4276959;48,4136022
"2304";"Dlhá Ves, Rožňava, Slovakia";20,4381508;48,4940177
"2305";"Dlhé Stráže, Levoča, Slovakia";20,5212412;49,0258967
"2306";"Dobrá Niva, Zvolen, Slovakia";19,1023213;48,4717942
"2307";"Dobroslava, Svidník, Slovakia";21,6164657;49,3647291
"2308";"Doľany, Pezinok, Slovakia";17,3784449;48,4151205
"2309";"Dolná Krupá, Trnava, Slovakia";17,5548711;48,4804365
"2310";"Dolná Poruba, Trenčín, Slovakia";18,2968788;48,9119933
"2311";"Dolná Súča, Trenčín, Slovakia";18,0309733;48,9586881
"2312";"Dolná Ždaňa, Žiar nad Hronom, Slovakia";18,764506;48,5443996
"2313";"Dolné Lovčice, Trnava, Slovakia";17,6779824;48,3663432
"2314";"Dolné Orešany, Trnava, Slovakia";17,4291779;48,4392777
"2315";"Dolné Semerovce, Levice, Slovakia";18,8492935;48,1136024
"2316";"Dolné Vestenice, Prievidza, Slovakia";18,3961313;48,7040264
"2317";"Dolný Bar, Dunajská Streda, Slovakia";17,6867615;47,9659055
"2318";"Dolný Kalník, Martin, Slovakia";18,9625047;49,0405106
"2319";"Dolný Ohaj, Nové Zámky, Slovakia";18,2505015;48,0831977
"2320";"Domadice, Levice, Slovakia";18,7792696;48,1780831
"2321";"Donovaly, Banská Bystrica, Slovakia";19,2221295;48,8804029
"2322";"Dravce, Levoča, Slovakia";20,4844908;49,0200044
"2323";"Drienčany, Rimavská Sobota, Slovakia";20,0719455;48,4810286
"2324";"Drienovo, Krupina, Slovakia";19,0618581;48,2304151
"2325";"Drnava, Rožňava, Slovakia";20,6562716;48,6404826
"2326";"Ďubákovo, Poltár, Slovakia";19,7368421;48,5613457
"2327";"Dubník, Nové Zámky, Slovakia";18,4119227;47,9575017
"2328";"Dubová, Svidník, Slovakia";21,4326779;49,3634494
"2329";"Dubové, Zvolen, Slovakia";19,0457729;48,5047631
"2330";"Dúbrava, Levoča, Slovakia";20,8477235;48,9852816
"2331";"Dúbravy, Detva, Slovakia";19,3693848;48,5874016
"2332";"Dulov, Ilava, Slovakia";18,2483571;49,0361876
"2333";"Dunajov, Čadca, Slovakia";18,821888;49,3603612
"2334";"Duplín, Stropkov, Slovakia";21,6262815;49,2349867
"2335";"Ďurďové, Považská Bystrica, Slovakia";18,4983516;49,0273019
"2336";"Dvorany nad Nitrou, Topoľčany, Slovakia";18,1170823;48,4898723
"2337";"Dvorníky - Včeláre, Košice - okolie, Slovakia";20,839333;48,6020591
"2338";"Falkušovce, Michalovce, Slovakia";21,8419934;48,6308879
"2339";"Fijaš, Svidník, Slovakia";21,5740946;49,1263582
"2340";"Folkušová, Martin, Slovakia";18,9475112;48,9695447
"2341";"Fričovce, Prešov, Slovakia";20,9658507;49,0162783
"2342";"Gajary, Malacky, Slovakia";16,9232533;48,466084
"2343";"Gánovce, Poprad, Slovakia";20,3279007;49,0300862
"2344";"Geča, Košice - okolie, Slovakia";21,3070398;48,6272682
"2345";"Gemerská Hôrka, Rožňava, Slovakia";20,3783026;48,5340477
"2346";"Gemerské Dechtáre, Rimavská Sobota, Slovakia";20,036635;48,2479944
"2347";"Gemerský Sad, Revúca, Slovakia";20,3134184;48,5859138
"2348";"Giglovce, Vranov nad Topľou, Slovakia";21,7306229;49,0013143
"2349";"Gočaltovo, Rožňava, Slovakia";20,3448478;48,6388346
"2350";"Gôtovany, Liptovský Mikuláš, Slovakia";19,5040518;49,0615385
"2351";"Gribov, Stropkov, Slovakia";21,7241229;49,2947602
"2352";"Habura, Medzilaborce, Slovakia";21,8613373;49,3243001
"2353";"Hajná Nová Ves, Topoľčany, Slovakia";18,0321078;48,5345507
"2354";"Haláčovce, Bánovce nad Bebravou, Slovakia";18,1950136;48,7028713
"2355";"Hamuliakovo, Senec, Slovakia";17,2520798;48,0379862
"2356";"Haniska, Košice - okolie, Slovakia";21,2539403;48,6157301
"2357";"Hanušovce nad Topľou, Vranov nad Topľou, Slovakia";21,5022433;49,0273908
"2358";"Harmanec, Banská Bystrica, Slovakia";19,0795259;48,7951847
"2359";"Havka, Kežmarok, Slovakia";20,4052655;49,3442301
"2360";"Hažlín, Bardejov, Slovakia";21,4186108;49,3017416
"2361";"Henclová, Gelnica, Slovakia";20,5978282;48,7859181
"2362";"Hermanovce, Prešov, Slovakia";21,0197855;49,0448902
"2363";"Hiadeľ, Banská Bystrica, Slovakia";19,3159322;48,8093861
"2364";"Hlboké nad Váhom, Bytča, Slovakia";18,5932722;49,2114441
"2365";"Hlohovec, Hlohovec, Slovakia";17,8033288;48,4251583
"2366";"Hnojné, Michalovce, Slovakia";22,0696837;48,7783942
"2367";"Hodkovce, Košice - okolie, Slovakia";21,0997953;48,6771805
"2368";"Holiare, Komárno, Slovakia";17,8143906;47,8277945
"2369";"Holumnica, Kežmarok, Slovakia";20,5249882;49,2335343
"2370";"Hontianske Nemce, Krupina, Slovakia";18,9909628;48,2847618
"2371";"Hôrka nad Váhom, Nové Mesto nad Váhom, Slovakia";17,8918757;48,718198
"2372";"Horná Kráľová, Šaľa, Slovakia";17,9139493;48,2448404
"2373";"Horná Mariková, Považská Bystrica, Slovakia";18,3090283;49,246168
"2374";"Horná Seč, Levice, Slovakia";18,5419347;48,1949441
"2375";"Horná Súča, Trenčín, Slovakia";17,9792275;48,9722929
"2376";"Horňany, Trenčín, Slovakia";18,1983244;48,7792947
"2377";"Horné Lefantovce, Nitra, Slovakia";18,1456466;48,4225749
"2378";"Horné Obdokovce, Topoľčany, Slovakia";18,0505598;48,4954716
"2379";"Horné Pršany, Banská Bystrica, Slovakia";19,0849503;48,7001912
"2380";"Horné Štitáre, Topoľčany, Slovakia";18,05442;48,527319
"2381";"Horné Vestenice, Prievidza, Slovakia";18,4298498;48,7108219
"2382";"Horný Bar, Dunajská Streda, Slovakia";17,4640359;47,9470801
"2383";"Horný Pial, Levice, Slovakia";18,4499223;48,1566982
"2384";"Horovce, Michalovce, Slovakia";21,7713627;48,7062467
"2385";"Hostišovce, Rimavská Sobota, Slovakia";20,1161591;48,4979262
"2386";"Hostovice, Snina, Slovakia";22,1440538;49,1185295
"2387";"Hrabová Roztoka, Snina, Slovakia";22,2998105;48,8787546
"2388";"Hrabovka, Trenčín, Slovakia";18,0391724;48,9354896
"2389";"Hrachovo, Rimavská Sobota, Slovakia";19,9507281;48,4636488
"2390";"Hradište pod Vrátnom, Senica, Slovakia";17,487129;48,6274767
"2391";"Hranovnica, Poprad, Slovakia";20,308529;48,9881172
"2392";"Hrhov, Rožňava, Slovakia";20,7501214;48,6054018
"2393";"Hrišovce, Gelnica, Slovakia";20,9075744;48,9471307
"2394";"Hrnčiarska Ves, Poltár, Slovakia";19,8601328;48,4314692
"2395";"Hronec, Brezno, Slovakia";19,582098;48,7949125
"2396";"Hronská Dúbrava, Žiar nad Hronom, Slovakia";19,001024;48,5896888
"2397";"Hrubá Borša, Senec, Slovakia";17,4842047;48,1811959
"2398";"Hrušov, Veľký Krtíš, Slovakia";19,0918153;48,1545599
"2399";"Hruštín, Námestovo, Slovakia";19,3488432;49,3246546
"2400";"Hubová, Ružomberok, Slovakia";19,1886216;49,1183183
"2401";"Hul, Nové Zámky, Slovakia";18,2671968;48,1006983
"2402";"Hurbanova Ves, Senec, Slovakia";17,4379096;48,1517411
"2403";"Hutka, Bardejov, Slovakia";21,4306438;49,3971235
"2404";"Hybe, Liptovský Mikuláš, Slovakia";19,8292041;49,0445846
"2405";"Ihráč, Žiar nad Hronom, Slovakia";18,9517332;48,6556785
"2406";"Imeľ, Komárno, Slovakia";18,1356744;47,9050505
"2407";"Ipeľské Predmostie, Veľký Krtíš, Slovakia";19,0573319;48,0635712
"2408";"Ivachnová, Ružomberok, Slovakia";19,4083211;49,0935989
"2409";"Ivanka pri Nitre, Nitra, Slovakia";18,1156078;48,2417085
"2410";"Ižkovce, Michalovce, Slovakia";21,9533173;48,5558664
"2411";"Jablonka, Myjava, Slovakia";17,6087032;48,7258494
"2412";"Jablonové, Malacky, Slovakia";17,0964448;48,348495
"2413";"Jaklovce, Gelnica, Slovakia";20,9918804;48,8735127
"2414";"Jakubova Voľa, Sabinov, Slovakia";21,0175775;49,1305842
"2415";"Jalová, Snina, Slovakia";22,2350445;49,0391648
"2416";"Jalšovík, Krupina, Slovakia";19,106874;48,3183627
"2417";"Janík, Košice - okolie, Slovakia";20,9724833;48,5543882
"2418";"Janova Lehota, Žiar nad Hronom, Slovakia";18,7824115;48,6592237
"2419";"Janovík, Prešov, Slovakia";21,2855156;48,8359404
"2420";"Jarovnice, Sabinov, Slovakia";21,0600338;49,056104
"2421";"Jasenov, Sobrance, Slovakia";22,1685072;48,7966158
"2422";"Jasenovo, Turčianske Teplice, Slovakia";18,7244454;48,8787143
"2423";"Jastrabá, Žiar nad Hronom, Slovakia";18,9332965;48,6330985
"2424";"Jazernica, Turčianske Teplice, Slovakia";18,8316214;48,9274807
"2425";"Jelka, Galanta, Slovakia";17,5075102;48,140221
"2426";"Jenkovce, Sobrance, Slovakia";22,2083458;48,6543576
"2427";"Jestice, Rimavská Sobota, Slovakia";20,0532428;48,2190133
"2428";"Jur nad Hronom, Levice, Slovakia";18,6268987;48,124892
"2429";"Juskova Voľa, Vranov nad Topľou, Slovakia";21,5687266;48,8788432
"2430";"Kalameny, Ružomberok, Slovakia";19,4151608;49,1253709
"2431";"Kalinovo, Poltár, Slovakia";19,7066967;48,394664
"2432";"Kalnište, Svidník, Slovakia";21,4858814;49,1291705
"2433";"Kaluža, Michalovce, Slovakia";22,0002961;48,8068011
"2434";"Kamenica, Sabinov, Slovakia";20,9602211;49,1920526
"2435";"Kameničná, Komárno, Slovakia";18,0404087;47,8194256
"2436";"Kamenné Kosihy, Veľký Krtíš, Slovakia";19,1945059;48,1425891
"2437";"Kanianka, Prievidza, Slovakia";18,588608;48,8172277
"2438";"Kapušany, Prešov, Slovakia";21,3331275;49,0437129
"2439";"Kašov, Trebišov, Slovakia";21,7424521;48,4905361
"2440";"Kecerovce, Košice - okolie, Slovakia";21,4141216;48,8255148
"2441";"Kečovo, Rožňava, Slovakia";20,4842313;48,4933889
"2442";"Kežmarok, Kežmarok, Slovakia";20,4306967;49,1332664
"2443";"Kľačno, Prievidza, Slovakia";18,6587928;48,9127729
"2444";"Kláštor pod Znievom, Martin, Slovakia";18,8047533;48,9730032
"2445";"Klenov, Prešov, Slovakia";21,0553402;48,9240781
"2446";"Klin, Námestovo, Slovakia";19,4964407;49,4348929
"2447";"Klokočov, Čadca, Slovakia";18,56519;49,4478676
"2448";"Kluknava, Gelnica, Slovakia";20,9417937;48,9277934
"2449";"Kobylnice, Svidník, Slovakia";21,5424741;49,0916064
"2450";"Kochanovce, Humenné, Slovakia";21,9427383;48,9531563
"2451";"Kocurany, Prievidza, Slovakia";18,5431016;48,7713751
"2452";"Kokošovce, Prešov, Slovakia";21,3403267;48,9457152
"2453";"Koláre, Veľký Krtíš, Slovakia";19,2443951;48,0699845
"2454";"Kolbovce, Stropkov, Slovakia";21,7263249;49,1635791
"2455";"Kolonica, Snina, Slovakia";22,2553522;48,9579011
"2456";"Komárov, Bardejov, Slovakia";21,3510765;49,2819051
"2457";"Komoča, Nové Zámky, Slovakia";18,0233046;47,9502965
"2458";"Konská, Žilina, Slovakia";18,6780155;49,113786
"2459";"Koplotovce, Hlohovec, Slovakia";17,8088321;48,47459
"2460";"Korňa, Čadca, Slovakia";18,5555585;49,4135407
"2461";"Korytné, Levoča, Slovakia";20,838287;49,0104966
"2462";"Košeca, Ilava, Slovakia";18,2620965;49,0102091
"2463";"Košice - Džungľa, Košice I, Slovakia";21,268109;48,7372364
"2464";"Košice - Krásna, Košice IV, Slovakia";21,3188165;48,6726061
"2465";"Košice - Nad jazerom, Košice IV, Slovakia";21,2844607;48,6893403
"2466";"Košice - Šebastovce, Košice IV, Slovakia";21,2703882;48,6549691
"2467";"Košice - Staré Mesto, Košice I, Slovakia";21,2570032;48,7223734
"2468";"Košická Belá, Košice - okolie, Slovakia";21,1095797;48,80318
"2469";"Kosihovce, Veľký Krtíš, Slovakia";19,2047909;48,1812426
"2470";"Kosorín, Žiar nad Hronom, Slovakia";18,806602;48,6499175
"2471";"Kostolec, Považská Bystrica, Slovakia";18,5299908;49,1261196
"2472";"Kostolná Ves, Prievidza, Slovakia";18,4900373;48,807097
"2473";"Kotešová, Bytča, Slovakia";18,5972811;49,241392
"2474";"Kováčová, Rožňava, Slovakia";20,6990518;48,6407337
"2475";"Kovarce, Topoľčany, Slovakia";18,1566061;48,4976157
"2476";"Kozí Vrbovok, Krupina, Slovakia";19,1150047;48,2996789
"2477";"Krahule, Žiar nad Hronom, Slovakia";18,9403643;48,7251846
"2478";"Krajné, Myjava, Slovakia";17,6867046;48,703158
"2479";"Králiky, Banská Bystrica, Slovakia";19,0373817;48,7355922
"2480";"Kráľová pri Senci, Senec, Slovakia";17,4502298;48,1952316
"2481";"Kráľovičove Kračany, Dunajská Streda, Slovakia";17,5509079;47,9874303
"2482";"Krásna Ves, Bánovce nad Bebravou, Slovakia";18,2315875;48,8359306
"2483";"Krásnohorská Dlhá Lúka, Rožňava, Slovakia";20,5824668;48,6271428
"2484";"Kravany, Poprad, Slovakia";20,2029354;48,9978573
"2485";"Kremná, Stará Ľubovňa, Slovakia";20,6978411;49,3566115
"2486";"Krišovská Liesková, Michalovce, Slovakia";22,028212;48,5857252
"2487";"Krivany, Sabinov, Slovakia";20,9141562;49,1701415
"2488";"Kríže, Bardejov, Slovakia";21,149375;49,242709
"2489";"Krná, Poltár, Slovakia";19,7402241;48,5100366
"2490";"Krpeľany, Martin, Slovakia";19,0834939;49,1236873
"2491";"Krupina, Krupina, Slovakia";19,0670496;48,3518392
"2492";"Kružlov, Bardejov, Slovakia";21,1358561;49,3041804
"2493";"Kšinná, Bánovce nad Bebravou, Slovakia";18,351417;48,8073755
"2494";"Kučín, Vranov nad Topľou, Slovakia";21,7469774;48,8688037
"2495";"Kunerad, Žilina, Slovakia";18,7105233;49,0985498
"2496";"Kurima, Bardejov, Slovakia";21,4542462;49,2261392
"2497";"Kusín, Michalovce, Slovakia";22,0630992;48,8145809
"2498";"Kuzmice, Trebišov, Slovakia";21,5702418;48,5788446
"2499";"Kvašov, Púchov, Slovakia";18,2267283;49,0695621
"2500";"Kynceľová, Banská Bystrica, Slovakia";19,1857469;48,7510241
"2501";"Kysucké Nové Mesto, Kysucké Nové Mesto, Slovakia";18,7842827;49,3006944
"2502";"Lacková, Stará Ľubovňa, Slovakia";20,5940519;49,3079114
"2503";"Ladice, Zlaté Moravce, Slovakia";18,2613255;48,3950086
"2504";"Ladomirová, Svidník, Slovakia";21,6247181;49,329499
"2505";"Laskár, Martin, Slovakia";18,8771472;48,9562084
"2506";"Látky, Detva, Slovakia";19,6341515;48,5803203
"2507";"Lazy pod Makytou, Púchov, Slovakia";18,2143639;49,2269913
"2508";"Legnava, Stará Ľubovňa, Slovakia";20,8508411;49,3389288
"2509";"Lehota pod Vtáčnikom, Prievidza, Slovakia";18,6012012;48,6938876
"2510";"Leľa, Nové Zámky, Slovakia";18,7732084;47,8584424
"2511";"Lenartovce, Rimavská Sobota, Slovakia";20,3100605;48,2987565
"2512";"Leopoldov, Hlohovec, Slovakia";17,7681976;48,4465089
"2513";"Lesnica, Stará Ľubovňa, Slovakia";20,4695633;49,4022894
"2514";"Letničie, Skalica, Slovakia";17,1779136;48,7129915
"2515";"Levoča, Levoča, Slovakia";20,5843112;49,0202097
"2516";"Licince, Revúca, Slovakia";20,2981724;48,5380721
"2517";"Lieskovec, Humenné, Slovakia";21,8157717;48,9512558
"2518";"Lietavská Lúčka, Žilina, Slovakia";18,722629;49,1754242
"2519";"Lipany, Sabinov, Slovakia";20,9620385;49,1546315
"2520";"Lipová, Bardejov, Slovakia";21,481908;49,2617487
"2521";"Lipovec, Martin, Slovakia";18,9245288;49,1269081
"2522";"Liptovská Anna, Liptovský Mikuláš, Slovakia";19,4688438;49,146759
"2523";"Liptovská Porúbka, Liptovský Mikuláš, Slovakia";19,7357995;49,0309339
"2524";"Liptovská Teplička, Poprad, Slovakia";20,0896224;48,9675582
"2525";"Liptovské Revúce, Ružomberok, Slovakia";19,1821186;48,9232669
"2526";"Liptovský Michal, Ružomberok, Slovakia";19,4396411;49,0959555
"2527";"Liptovský Trnovec, Liptovský Mikuláš, Slovakia";19,5476741;49,1221999
"2528";"Litmanová, Stará Ľubovňa, Slovakia";20,6215102;49,3701467
"2529";"Livovská Huta, Bardejov, Slovakia";21,0332288;49,2438677
"2530";"Lom nad Rimavicou, Brezno, Slovakia";19,6479548;48,6416661
"2531";"Lontov, Levice, Slovakia";18,7773064;48,0412044
"2532";"Lošonec, Trnava, Slovakia";17,3952336;48,4839787
"2533";"Lovinobaňa, Lučenec, Slovakia";19,5893761;48,4384465
"2534";"Ľubeľa, Liptovský Mikuláš, Slovakia";19,479458;49,0528913
"2535";"Lubina, Nové Mesto nad Váhom, Slovakia";17,7354361;48,7846481
"2536";"Ľuboriečka, Veľký Krtíš, Slovakia";19,5266336;48,2607387
"2537";"Lúč na Ostrove, Dunajská Streda, Slovakia";17,5231032;47,9750102
"2538";"Lučivná, Poprad, Slovakia";20,1438835;49,0510113
"2539";"Lúčka, Rožňava, Slovakia";20,720796;48,6353755
"2540";"Lúčnica nad Žitavou, Nitra, Slovakia";18,2858086;48,2176021
"2541";"Luhyňa, Trebišov, Slovakia";21,636789;48,489328
"2542";"Lukavica, Zvolen, Slovakia";19,2071282;48,6415464
"2543";"Lúky, Púchov, Slovakia";18,2290033;49,1895402
"2544";"Ľutina, Sabinov, Slovakia";21,0475579;49,1673382
"2545";"Lužany pri Topli, Svidník, Slovakia";21,4948769;49,1214174
"2546";"Machulince, Zlaté Moravce, Slovakia";18,4298672;48,4093841
"2547";"Magnezitovce, Revúca, Slovakia";20,2261904;48,6694617
"2548";"Makov, Čadca, Slovakia";18,4801481;49,3705773
"2549";"Malá Čierna, Žilina, Slovakia";18,5970175;49,1032195
"2550";"Malá Ida, Košice - okolie, Slovakia";21,166699;48,676126
"2551";"Malá nad Hronom, Nové Zámky, Slovakia";18,6774271;47,8552563
"2552";"Malacky, Malacky, Slovakia";17,0182641;48,4363404
"2553";"Malčice, Michalovce, Slovakia";21,8530018;48,5765453
"2554";"Malé Dvorníky, Dunajská Streda, Slovakia";17,6433236;48,0102266
"2555";"Malé Kršteňany, Partizánske, Slovakia";18,4254693;48,6388025
"2556";"Malé Ozorovce, Trebišov, Slovakia";21,6159327;48,6809153
"2557";"Malé Trakany, Trebišov, Slovakia";22,1013877;48,4010046
"2558";"Malé Zlievce, Veľký Krtíš, Slovakia";19,4473414;48,1803419
"2559";"Malužiná, Liptovský Mikuláš, Slovakia";19,7693635;48,9805654
"2560";"Malý Kamenec, Trebišov, Slovakia";21,7895867;48,351798
"2561";"Malý Šariš, Prešov, Slovakia";21,1786186;49,0076674
"2562";"Maňa, Nové Zámky, Slovakia";18,2843848;48,1497997
"2563";"Marhaň, Bardejov, Slovakia";21,4497145;49,168927
"2564";"Markušovce, Spišská Nová Ves, Slovakia";20,6232929;48,9158336
"2565";"Martinček, Ružomberok, Slovakia";19,3362077;49,091839
"2566";"Maškovce, Humenné, Slovakia";21,994598;49,0155261
"2567";"Matovce, Svidník, Slovakia";21,5453305;49,1391758
"2568";"Medovarce, Krupina, Slovakia";19,0009851;48,2325782
"2569";"Medzev, Košice - okolie, Slovakia";20,8923605;48,6998208
"2570";"Medzilaborce, Medzilaborce, Slovakia";21,9065029;49,2748349
"2571";"Mengusovce, Poprad, Slovakia";20,1413418;49,0745781
"2572";"Mestisko, Svidník, Slovakia";21,5805538;49,2611195
"2573";"Michal nad Žitavou, Nové Zámky, Slovakia";18,2836887;48,1853251
"2574";"Michalová, Brezno, Slovakia";19,7796733;48,7625293
"2575";"Miklušovce, Prešov, Slovakia";21,0816364;48,9167996
"2576";"Mikušovce, Lučenec, Slovakia";19,6844197;48,3002901
"2577";"Miňovce, Stropkov, Slovakia";21,6513455;49,1349214
"2578";"Mlynárovce, Svidník, Slovakia";21,5302224;49,2515657
"2579";"Mníchova Lehota, Trenčín, Slovakia";18,0615235;48,8334448
"2580";"Močenok, Šaľa, Slovakia";17,9305715;48,2262394
"2581";"Modrany, Komárno, Slovakia";18,3535631;47,8220704
"2582";"Mojmírovce, Nitra, Slovakia";18,0642377;48,2074711
